62,-74102.0,-80930.29,1200
63,-70804.0,-79917.66,1200
64,-78567.0,-79782.59,1200
65,-63381.0,-78142.43,1200
66,-74665.0,-77794.69,1200
67,-71100.0,-77125.22,1200
68,-77000.0,-77112.70,1200
69,-72719.0,-76673.33,1400
70,-53816.0,-74387.60,1400
71,-63462.0,-73295.04,1400
72,-63531.0,-72318.63,1400
73,-57043.0,-70791.07,1400
74,-65018.0,-70213.76,1400
75,-69286.0,-70120.99,1400
76,-59467.0,-69055.59,1400
77,-66142.0,-68764.23,1400
78,-74891.0,-69376.91,1400
79,-52904.0,-67729.62,1600
80,-51064.0,-66063.05,1600
81,-53504.0,-64807.15,1600
82,-60665.0,-64392.93,1600
83,-57809.0,-63734.54,1600
84,-64434.0,-63804.49,1600
85,-66444.0,-64068.44,1600
86,-63272.0,-63988.79,1600
87,-73429.0,-64932.81,1600
88,-49967.0,-63436.23,1600
89,-56346.0,-62727.21,1800
90,-57984.0,-62252.89,1800
91,-73018.0,-63329.40,1800
92,-59712.0,-62967.66,1800
93,-73946.0,-64065.49,1800
94,-54253.0,-63084.24,1800
95,-67270.0,-63502.82,1800
96,-48910.0,-62043.54,1800
97,-50041.0,-60843.28,1800
98,-67783.0,-61537.26,1800
99,-58536.0,-61237.13,2000
100,-54405.0,-60553.92,2000
101,-61393.0,-60637.83,2000
102,-60270.0,-60601.04,2000
103,-54396.0,-59980.54,2000
104,-60404.0,-60022.88,2000
105,-55504.0,-59571.00,2000
106,-51539.0,-58767.80,2000
107,-51811.0,-58072.12,2000
108,-45062.0,-56771.11,2000
109,-72725.0,-58366.49,2200
110,-55683.0,-58098.15,2200
111,-51680.0,-57456.33,2200
112,-50971.0,-56807.80,2200
113,-45556.0,-55682.62,2200
114,-42772.0,-54391.56,2200
115,-48249.0,-53777.30,2200
116,-54868.0,-53886.37,2200
117,-51292.0,-53626.93,2200
118,-49586.0,-53222.84,2200
119,-44843.0,-52384.86,2400
120,-56064.0,-52752.77,2400
121,-44909.0,-51968.39,2400
122,-53936.0,-52165.15,2400
123,-38728.0,-50821.44,2400
124,-46523.0,-50391.59,2400
125,-43684.0,-49720.84,2400
126,-42950.0,-49043.75,2400
127,-43683.0,-48507.68,2400
128,-42379.0,-47894.81,2400
129,-47662.0,-47871.53,2600
130,-50176.0,-48101.98,2600
131,-49255.0,-48217.28,2600
132,-39416.0,-47337.15,2600
133,-31161.0,-45719.53,2600
134,-38969.0,-45044.48,2600
135,-39283.0,-44468.33,2600
136,-33943.0,-43415.80,2600
137,-36259.0,-42700.12,2600
138,-37043.0,-42134.41,2600
139,-47065.0,-42627.47,2800
140,-39223.0,-42287.02,2800
141,-36986.0,-41756.92,2800
142,-37920.0,-41373.23,2800
143,-39621.0,-41198.00,2800
144,-44041.0,-41482.30,2800
145,-37207.0,-41054.77,2800
146,-41774.0,-41126.70,2800
147,-42068.0,-41220.83,2800
148,-58524.0,-42951.14,2800
149,-39086.0,-42564.63,3000
150,-40045.0,-42312.67,3000
151,-30896.0,-41171.00,3000
152,-36028.0,-40656.70,3000
153,-39628.0,-40553.83,3000
154,-36594.0,-40157.85,3000
155,-40630.0,-40205.06,3000
156,-36967.0,-39881.26,3000
157,-46556.0,-40548.73,3000
158,-38734.0,-40367.26,3000
159,-40550.0,-40385.53,3200
160,-33986.0,-39745.58,3200
161,-38523.0,-39623.32,3200
162,-35819.0,-39242.89,3200
163,-33416.0,-38660.20,3200
164,-27590.0,-37553.18,3200
165,-37509.0,-37548.76,3200
166,-41015.0,-37895.39,3200
167,-35353.0,-37641.15,3200
168,-41068.0,-37983.83,3200
169,-33303.0,-37515.75,3400
170,-35092.0,-37273.37,3400
171,-31265.0,-36672.54,3400
172,-31586.0,-36163.88,3400
173,-27301.0,-35277.59,3400
174,-33049.0,-35054.74,3400
175,-45819.0,-36131.16,3400
176,-38978.0,-36415.85,3400
177,-35863.0,-36360.56,3400
178,-26295.0,-35354.00,3400
179,-33661.0,-35184.70,3600
180,-26369.0,-34303.13,3600
181,-37289.0,-34601.72,3600
182,-26770.0,-33818.55,3600
183,-30631.0,-33499.79,3600
184,-32598.0,-33409.61,3600
185,-37526.0,-33821.25,3600
186,-28054.0,-33244.53,3600
187,-26545.0,-32574.57,3600
188,-37120.0,-33029.12,3600
189,-27489.0,-32475.11,3800
190,-28702.0,-32097.80,3800
191,-27488.0,-31636.82,3800
192,-25918.0,-31064.93,3800
193,-32141.0,-31172.54,3800
194,-29022.0,-30957.49,3800
195,-30018.0,-30863.54,3800
196,-34773.0,-31254.48,3800
197,-30406.0,-31169.64,3800
198,-34420.0,-31494.67,3800
199,-26062.0,-30951.40,4000
200,-24259.0,-30282.16,4000
201,-29076.0,-30161.55,4000
202,-24837.0,-29629.09,4000
203,-29412.0,-29607.38,4000
204,-26899.0,-29336.55,4000
205,-25949.0,-28997.79,4000
206,-25727.0,-28670.71,4000
207,-32053.0,-29008.94,4000
208,-36604.0,-29768.45,4000
209,-23645.0,-29156.10,4200
210,-31307.0,-29371.19,4200
211,-24462.0,-28880.27,4200
212,-26812.0,-28673.45,4200
213,-37988.0,-29604.90,4200
214,-30452.0,-29689.61,4200
215,-22706.0,-28991.25,4200
216,-27062.0,-28798.32,4200
217,-33810.0,-29299.49,4200
218,-25982.0,-28967.74,4200
219,-33208.0,-29391.77,4400
220,-23362.0,-28788.79,4400
221,-28053.0,-28715.21,4400
222,-24713.0,-28314.99,4400
223,-29011.0,-28384.59,4400
224,-26383.0,-28184.43,4400
225,-23755.0,-27741.49,4400
226,-32224.0,-28189.74,4400
227,-28296.0,-28200.37,4400
228,-30951.0,-28475.43,4400
229,-34952.0,-29123.09,4600
230,-24930.0,-28703.78,4600
231,-26095.0,-28442.90,4600
232,-26820.0,-28280.61,4600
233,-23134.0,-27765.95,4600
234,-27086.0,-27697.95,4600
235,-27716.0,-27699.76,4600
236,-26233.0,-27553.08,4600
237,-26124.0,-27410.17,4600
238,-26117.0,-27280.86,4600
239,-24391.0,-26991.87,4800
240,-23352.0,-26627.88,4800
241,-26422.0,-26607.30,4800
242,-22297.0,-26176.27,4800
243,-23746.0,-25933.24,4800
244,-23330.0,-25672.92,4800
245,-25383.0,-25643.92,4800
246,-28216.0,-25901.13,4800
247,-29022.0,-26213.22,4800
248,-27151.0,-26307.00,4800
249,-27757.0,-26452.00,5000
250,-21955.0,-26002.30,5000
251,-21871.0,-25589.17,5000
252,-19207.0,-24950.95,5000
253,-33847.0,-25840.56,5000
254,-25345.0,-25791.00,5000
255,-26196.0,-25831.50,5000
256,-24556.0,-25703.95,5000
257,-20398.0,-25173.36,5000
258,-29152.0,-25571.22,5000
259,-22195.0,-25233.60,5200
260,-21674.0,-24877.64,5200
261,-21873.0,-24577.17,5200
262,-23644.0,-24483.86,5200
263,-24068.0,-24442.27,5200
264,-19394.0,-23937.44,5200
265,-20953.0,-23639.00,5200
266,-28130.0,-24088.10,5200
267,-23616.0,-24040.89,5200
268,-22523.0,-23889.10,5200
269,-28595.0,-24359.69,5400
270,-20001.0,-23923.82,5400
271,-16801.0,-23211.54,5400
272,-22015.0,-23091.89,5400
273,-24244.0,-23207.10,5400
274,-23266.0,-23212.99,5400
275,-20548.0,-22946.49,5400
276,-19359.0,-22587.74,5400
277,-25195.0,-22848.47,5400
278,-21004.0,-22664.02,5400
279,-19926.0,-22390.22,5600
280,-17998.0,-21951.00,5600
281,-21124.0,-21868.30,5600
282,-17966.0,-21478.07,5600
283,-23381.0,-21668.36,5600
284,-18997.0,-21401.22,5600
285,-20230.0,-21284.10,5600
286,-19265.0,-21082.19,5600
287,-23364.0,-21310.37,5600
288,-22943.0,-21473.63,5600
289,-24383.0,-21764.57,5800
290,-23541.0,-21942.21,5800
291,-20654.0,-21813.39,5800
292,-24066.0,-22038.65,5800
293,-20778.0,-21912.59,5800
294,-22196.0,-21940.93,5800
295,-22890.0,-22035.84,5800
296,-22475.0,-22079.75,5800
297,-21630.0,-22034.78,5800
298,-20801.0,-21911.40,5800
299,-20365.0,-21756.76,6000
300,-23922.0,-21973.28,6000
301,-23012.0,-22077.16,6000
302,-21233.0,-21992.74,6000
303,-20406.0,-21834.07,6000
304,-18018.0,-21452.46,6000
305,-23107.0,-21617.91,6000
306,-21551.0,-21611.22,6000
307,-21923.0,-21642.40,6000
308,-20273.0,-21505.46,6000
309,-20332.0,-21388.11,6200
310,-19780.0,-21227.30,6200
311,-23502.0,-21454.77,6200
312,-22896.0,-21598.90,6200
313,-17667.0,-21205.71,6200
314,-18845.0,-20969.63,6200
315,-21063.0,-20978.97,6200
316,-16346.0,-20515.67,6200
317,-17657.0,-20229.81,6200
318,-20237.0,-20230.53,6200
319,-24447.0,-20652.17,6400
320,-18887.0,-20475.66,6400
321,-18201.0,-20248.19,6400
322,-18218.0,-20045.17,6400
323,-22514.0,-20292.05,6400
324,-20185.0,-20281.35,6400
325,-20059.0,-20259.11,6400
326,-22045.0,-20437.70,6400
327,-18371.0,-20231.03,6400
328,-25797.0,-20787.63,6400
329,-18616.0,-20570.47,6600
330,-22680.0,-20781.42,6600
331,-17298.0,-20433.08,6600
332,-17210.0,-20110.77,6600
333,-17652.0,-19864.89,6600
334,-20948.0,-19973.20,6600
335,-18219.0,-19797.78,6600
336,-20771.0,-19895.10,6600
337,-19234.0,-19828.99,6600
338,-19620.0,-19808.09,6600
339,-22275.0,-20054.79,6800
340,-21261.0,-20175.41,6800
341,-15994.0,-19757.27,6800
342,-22760.0,-20057.54,6800
343,-25083.0,-20560.09,6800
344,-17077.0,-20211.78,6800
345,-19575.0,-20148.10,6800
346,-22866.0,-20419.89,6800
347,-17818.0,-20159.70,6800
348,-16578.0,-19801.53,6800
349,-17756.0,-19596.98,7000
350,-16012.0,-19238.48,7000
351,-22174.0,-19532.03,7000
352,-17931.0,-19371.93,7000
353,-21486.0,-19583.34,7000
354,-18966.0,-19521.60,7000
355,-17445.0,-19313.94,7000
356,-20514.0,-19433.95,7000
357,-20738.0,-19564.35,7000
358,-17192.0,-19327.12,7000
359,-25504.0,-19944.81,7200
360,-19005.0,-19850.83,7200
361,-20928.0,-19958.54,7200
362,-19178.0,-19880.49,7200
363,-19886.0,-19881.04,7200
364,-18004.0,-19693.34,7200
365,-18800.0,-19604.00,7200
366,-18534.0,-19497.00,7200
367,-18185.0,-19365.80,7200
368,-20245.0,-19453.72,7200
369,-21583.0,-19666.65,7400
370,-15407.0,-19240.68,7400
371,-24156.0,-19732.22,7400
372,-17927.0,-19551.69,7400
373,-16942.0,-19290.72,7400
374,-17526.0,-19114.25,7400
375,-17455.0,-18948.33,7400
376,-17571.0,-18810.59,7400
377,-17784.0,-18707.94,7400
378,-18167.0,-18653.84,7400
379,-21428.0,-18931.26,7600
380,-16705.0,-18708.63,7600
381,-18108.0,-18648.57,7600
382,-16675.0,-18451.21,7600
383,-17620.0,-18368.09,7600
384,-18304.0,-18361.68,7600
385,-20938.0,-18619.31,7600
386,-20241.0,-18781.48,7600
387,-20462.0,-18949.53,7600
388,-18631.0,-18917.68,7600
389,-18987.0,-18924.61,7800
390,-18990.0,-18931.15,7800
391,-19063.0,-18944.34,7800
392,-22127.0,-19262.60,7800
393,-23226.0,-19658.94,7800
394,-21762.0,-19869.25,7800
395,-14908.0,-19373.12,7800
396,-15392.0,-18975.01,7800
397,-22871.0,-19364.61,7800
398,-16372.0,-19065.35,7800
399,-17033.0,-18862.11,8000
400,-24424.0,-19418.30,8000
401,-17550.0,-19231.47,8000
402,-15821.0,-18890.43,8000
403,-15098.0,-18511.18,8000
404,-26887.0,-19348.76,8000
405,-22759.0,-19689.79,8000
406,-16552.0,-19376.01,8000
407,-18063.0,-19244.71,8000
408,-16121.0,-18932.34,8000
409,-17452.0,-18784.30,8200
410,-16054.0,-18511.27,8200
411,-16130.0,-18273.15,8200
412,-19802.0,-18426.03,8200
413,-23910.0,-18974.43,8200
414,-16912.0,-18768.19,8200
415,-20372.0,-18928.57,8200
416,-20328.0,-19068.51,8200
417,-18400.0,-19001.66,8200
418,-17489.0,-18850.39,8200
419,-20066.0,-18971.95,8400
420,-20090.0,-19083.76,8400
421,-16188.0,-18794.18,8400
422,-18996.0,-18814.36,8400
423,-15447.0,-18477.63,8400
424,-18429.0,-18472.77,8400
425,-18489.0,-18474.39,8400
426,-17740.0,-18400.95,8400
427,-19609.0,-18521.75,8400
428,-16496.0,-18319.18,8400
429,-16187.0,-18105.96,8600
430,-17260.0,-18021.37,8600
431,-17679.0,-17987.13,8600
432,-22424.0,-18430.82,8600
433,-18737.0,-18461.43,8600
434,-17251.0,-18340.39,8600
435,-16079.0,-18114.25,8600
436,-17191.0,-18021.93,8600
437,-14429.0,-17662.63,8600
438,-14575.0,-17353.87,8600
439,-22525.0,-17870.98,8800
440,-18924.0,-17976.29,8800
441,-16602.0,-17838.86,8800
442,-17598.0,-17814.77,8800
443,-15198.0,-17553.09,8800
444,-16073.0,-17405.08,8800
445,-17840.0,-17448.58,8800
446,-13811.0,-17084.82,8800
447,-15867.0,-16963.04,8800
448,-16230.0,-16889.73,8800
449,-15029.0,-16703.66,9000
450,-20144.0,-17047.69,9000
451,-19538.0,-17296.72,9000
452,-14965.0,-17063.55,9000
453,-17620.0,-17119.20,9000
454,-20189.0,-17426.18,9000
455,-13866.0,-17070.16,9000
456,-16956.0,-17058.74,9000
457,-19237.0,-17276.57,9000
458,-15920.0,-17140.91,9000
459,-14315.0,-16858.32,9200
460,-16595.0,-16831.99,9200
461,-18122.0,-16960.99,9200
462,-20436.0,-17308.49,9200
